x,y,x1,y1
0,0,0,0
1,0,1,0
2,0,2,0
3,0,3,0
4,50,4,0
5,50,5,0
6,100,6,0
7,100,7,0
8,100,8,0
9,100,9,0
10,100,10,0
11,100,11,0
12,100,12,0
13,100,13,0
14,100,14,0
15,100,15,0
16,100,16,0
17,100,17,0
18,100,18,0
19,100,19,0
20,100,20,0
21,100,21,0
22,100,22,0
23,100,23,0
24,100,24,0
25,100,25,0
26,100,26,0
27,100,27,0
28,100,28,0
29,100,29,0
30,100,30,0
31,100,31,0
32,100,32,0
33,100,33,0
34,100,34,0
35,100,35,0
36,100,36,0
37,100,37,0
38,100,38,0
39,100,39,0
40,100,40,0
41,100,41,0
42,100,42,0
43,100,43,0
44,100,44,0
45,100,45,0
46,100,46,0
47,100,47,0
48,100,48,0
49,100,49,0
50,100,50,0
51,100,51,0
52,100,52,0
53,100,53,0
54,100,54,0
55,100,55,0
56,100,56,0
57,100,57,0
58,100,58,0
59,100,59,0
60,100,60,0
61,100,61,0
62,100,62,0
63,100,63,0
64,100,64,0
65,100,65,0
66,100,66,0
67,100,67,0
68,100,68,0
69,100,69,0
70,100,70,0
71,100,71,0
72,100,72,0
73,100,73,0
74,100,74,0
75,100,75,0
76,100,76,0
77,100,77,0
78,100,78,0
79,100,79,0
80,100,80,0
81,100,81,0
82,100,82,0
83,100,83,0
84,100,84,0
85,100,85,0
86,100,86,0
87,100,87,0
88,100,88,0
89,100,89,0
90,100,90,0
91,100,91,0
92,100,92,0
93,100,93,0
94,100,94,0
95,100,95,0
96,100,96,0
97,100,97,0
98,100,98,0
99,100,99,0
100,100,100,0
101,100,101,0
102,100,102,0
103,100,103,0
104,100,104,0
105,100,105,0
106,100,106,0
107,100,107,0
108,100,108,0
109,100,109,0
110,100,110,0
111,100,111,0
112,100,112,0
113,100,113,0
114,100,114,0
115,100,115,0
116,100,116,0
117,100,117,0
118,100,118,0
119,100,119,0
120,100,120,0
121,100,121,0
122,100,122,0
123,100,123,0
124,100,124,0
125,100,125,0
126,100,126,0
127,100,127,0
128,100,128,0
129,100,129,0
130,100,130,0
131,100,131,0
132,100,132,0
133,100,133,0
134,100,134,0
135,100,135,0
136,100,136,0
137,100,137,0
138,100,138,0
139,100,139,0
140,100,140,0
141,100,141,0
142,100,142,0
143,100,143,0
144,100,144,0
145,100,145,0
146,100,146,0
147,100,147,0
148,100,148,0
149,100,149,0
150,100,150,0
151,100,151,0
152,100,152,0
153,100,153,0
154,100,154,0
155,100,155,0
156,100,156,0
157,100,157,0
158,100,158,0
159,100,159,0
160,100,160,0
161,100,161,0
162,100,162,0
163,100,163,0
164,100,164,0
165,100,165,0
166,100,166,0
167,100,167,0
168,100,168,0
169,100,169,0
170,100,170,0
171,100,171,0
172,100,172,0
173,100,173,0
174,100,174,0
175,100,175,0
176,100,176,0
177,100,177,0
178,100,178,0
179,100,179,0
180,100,180,0
181,100,181,0
182,100,182,0
183,100,183,0
184,100,184,0
185,100,185,0
186,100,186,0
187,100,187,0
188,100,188,0
189,100,189,0
190,100,190,0
191,100,191,0
192,100,192,0
193,100,193,0
194,100,194,0
195,100,195,0
196,100,196,0
197,100,197,0
198,100,198,0
199,100,199,0
200,100,200,0
201,100,201,0
202,100,202,0
203,100,203,0
204,100,204,0
205,100,205,0
206,100,206,0
207,100,207,0
208,100,208,0
209,100,209,0
210,100,210,0
211,100,211,0
212,100,212,0
213,100,213,0
214,100,214,0
215,100,215,0
216,100,216,0
217,100,217,0
218,100,218,0
219,100,219,0
220,100,220,0
221,100,221,0
222,100,222,0
223,100,223,0
224,100,224,0
225,100,225,0
226,100,226,0
227,100,227,0
228,100,228,0
229,100,229,0
230,100,230,0
231,100,231,0
232,100,232,0
233,100,233,0
234,100,234,0
235,100,235,0
236,100,236,0
237,100,237,0
238,100,238,0
239,100,239,0
240,100,240,0
241,100,241,0
242,100,242,0
243,100,243,0
244,100,244,0
245,100,245,0
246,100,246,0
247,100,247,0
248,100,248,0
249,100,249,0
250,100,250,0
251,100,251,0
252,100,252,0
253,100,253,0
254,100,254,0
255,100,255,0
256,100,256,0
257,100,257,0
258,100,258,0
259,100,259,0
260,100,260,0
261,100,261,0
262,100,262,0
263,100,263,0
264,100,264,0
265,100,265,0
266,100,266,0
267,100,267,0
268,100,268,0
269,100,269,0
270,100,270,0
271,100,271,0
272,100,272,0
273,100,273,0
274,100,274,0
275,100,275,0
276,100,276,0
277,100,277,0
278,100,278,0
279,100,279,0
280,100,280,0
281,100,281,0
282,100,282,0
283,100,283,0
284,100,284,0
285,100,285,0
286,100,286,0
287,100,287,0
288,100,288,0
289,100,289,0
290,100,290,0
291,100,291,0
292,100,292,0
293,100,293,0
294,100,294,0
295,100,295,0
296,100,296,0
297,100,297,0
298,100,298,0
299,100,299,0
300,100,300,0
301,100,301,0
302,100,302,0
303,100,303,0
304,100,304,0
305,100,305,0
306,100,306,0
307,100,307,0
308,100,308,0
309,100,309,0
310,100,310,0
311,100,311,0
312,100,312,0
313,100,313,0
314,100,314,0
315,100,315,0
316,100,316,0
317,100,317,0
318,100,318,0
319,100,319,0
320,100,320,0
321,100,321,0
322,100,322,0
323,100,323,0
324,100,324,0
325,100,325,0
326,100,326,0
327,100,327,0
328,100,328,0
329,100,329,0
330,100,330,0
331,100,331,0
332,100,332,0
333,100,333,0
334,100,334,0
335,100,335,0
336,100,336,0
337,100,337,0
338,100,338,0
339,100,339,0
340,100,340,0
341,100,341,0
342,100,342,0
343,100,343,0
344,100,344,0
345,100,345,0
346,100,346,0
347,100,347,0
348,100,348,0
349,100,349,0
350,100,350,0
351,100,351,0
352,100,352,0
353,100,353,0
354,100,354,0
355,100,355,0
356,100,356,0
357,100,357,0
358,100,358,0
359,100,359,0
360,100,360,0
361,100,361,0
362,100,362,0
363,100,363,0
364,100,364,0
365,100,365,0
366,100,366,0
367,100,367,0
368,100,368,0
369,100,369,0
370,100,370,0
371,100,371,0
372,100,372,0
373,100,373,0
374,100,374,0
375,100,375,0
376,100,376,0
377,100,377,0
378,100,378,0
379,100,379,0
380,100,380,0
381,100,381,0
382,100,382,0
383,100,383,0
384,100,384,0
385,100,385,0
386,100,386,0
387,100,387,0
388,100,388,0
389,100,389,0
390,100,390,0
391,100,391,0
392,100,392,0
393,100,393,0
394,100,394,0
395,100,395,0
396,100,396,0
397,100,397,0
398,100,398,0
399,100,399,0
400,100,400,0
401,100,401,0
402,100,402,0
403,100,403,0
404,100,404,0
405,100,405,0
406,100,406,0
407,100,407,0
408,100,408,0
409,100,409,0
410,100,410,0
411,100,411,0
412,100,412,0
413,100,413,0
414,100,414,0
415,100,415,0
416,100,416,0
417,100,417,0
418,100,418,0
419,100,419,0
420,100,420,0
421,100,421,0
422,100,422,0
423,100,423,0
424,100,424,0
425,100,425,0
426,100,426,0
427,100,427,0
428,100,428,0
429,100,429,0
430,100,430,0
431,100,431,0
432,100,432,0
433,100,433,0
434,100,434,0
435,100,435,0
436,100,436,0
437,100,437,0
438,100,438,0
439,100,439,0
440,100,440,0
441,100,441,0
442,100,442,0
443,100,443,0
444,100,444,0
445,100,445,0
446,100,446,0
447,100,447,0
448,100,448,0
449,100,449,0
450,100,450,0
451,100,451,0
452,100,452,0
453,100,453,0
454,100,454,0
455,100,455,0
456,100,456,0
457,100,457,0
458,100,458,0
459,100,459,0
460,100,460,0
461,100,461,0
462,100,462,0
463,100,463,0
464,100,464,0
465,100,465,0
466,100,466,0
467,100,467,0
468,100,468,0
469,100,469,0
470,100,470,0
471,100,471,0
472,100,472,0
473,100,473,0
474,100,474,0
475,100,475,0
476,100,476,0
477,100,477,0
478,100,478,0
479,100,479,0
480,100,480,0
481,100,481,0
482,100,482,0
483,100,483,0
484,100,484,0
485,100,485,0
486,100,486,0
487,100,487,0
488,100,488,0
489,100,489,0
490,100,490,0
491,100,491,0
492,100,492,0
493,100,493,0
494,100,494,0
495,100,495,0
496,100,496,0
497,100,497,0
498,100,498,0
499,100,499,0
500,100,500,0
501,100,501,0
502,100,502,0
503,100,503,0
504,100,504,0
505,100,505,0
506,100,506,0
507,100,507,0
508,100,508,0
509,100,509,0
510,100,510,0
511,100,511,0
512,100,512,0
513,100,513,0
514,100,514,0
515,100,515,0
516,100,516,0
517,100,517,0
518,100,518,0
519,100,519,0
520,100,520,0
521,100,521,0
522,100,522,0
523,100,523,0
524,100,524,0
525,100,525,0
526,100,526,0
527,100,527,0
528,100,528,0
529,100,529,0
530,100,530,0
531,100,531,0
532,100,532,0
533,100,533,0
534,100,534,0
535,100,535,0
536,100,536,0
537,100,537,0
538,100,538,0
539,100,539,0
540,100,540,0
541,100,541,0
542,100,542,0
543,100,543,0
544,100,544,0
545,100,545,0
546,100,546,0
547,100,547,0
548,100,548,0
549,100,549,0
550,100,550,0
551,100,551,0
552,100,552,0
553,100,553,0
554,100,554,0
555,100,555,0
556,100,556,0
557,100,557,0
558,100,558,0
559,100,559,0
560,100,560,0
561,100,561,0
562,100,562,0
563,100,563,0
564,100,564,0
565,100,565,0
566,100,566,0
567,100,567,0
568,100,568,0
569,100,569,0
570,100,570,0
571,100,571,0
572,100,572,0
573,100,573,0
574,100,574,0
575,100,575,0
576,100,576,0
577,100,577,0
578,100,578,0
579,100,579,0
580,100,580,0
581,100,581,0
582,100,582,0
583,100,583,0
584,100,584,0
585,100,585,0
586,100,586,0
587,100,587,0
588,100,588,0
589,100,589,0
590,100,590,0
591,100,591,0
592,100,592,0
593,100,593,0
594,100,594,0
595,100,595,0
596,100,596,0
597,100,597,0
598,100,598,0
599,100,599,0
600,100,600,0
601,100,601,0
602,100,602,0
603,100,603,0
604,100,604,0
605,100,605,0
606,100,606,0
607,100,607,0
608,100,608,0
609,100,609,0
610,100,610,0
611,100,611,0
612,100,612,0
613,100,613,0
614,100,614,0
615,100,615,0
616,100,616,0
617,100,617,0
618,100,618,0
619,100,619,0
620,100,620,0
621,100,621,0
622,100,622,0
623,100,623,0
624,100,624,0
625,100,625,0
626,100,626,0
627,100,627,0
628,100,628,0
629,100,629,0
630,100,630,0
631,100,631,0
632,100,632,0
633,100,633,0
634,100,634,0
635,100,635,0
636,100,636,0
637,100,637,0
638,100,638,0
639,100,639,0
640,100,640,0
641,100,641,0
642,100,642,0
643,100,643,0
644,100,644,0
645,100,645,0
646,100,646,0
647,100,647,0
648,100,648,0
649,100,649,0
650,100,650,0
651,100,651,0
652,100,652,0
653,100,653,0
654,100,654,0
655,100,655,0
656,100,656,0
657,100,657,0
658,100,658,0
659,100,659,0
660,100,660,0
661,100,661,0
662,100,662,0
663,100,663,0
664,100,664,0
665,100,665,0
666,100,666,0
667,100,667,0
668,100,668,0
669,100,669,0
670,100,670,0
671,100,671,0
672,100,672,0
673,100,673,0
674,100,674,0
675,100,675,0
676,100,676,0
677,100,677,0
678,100,678,0
679,100,679,0
680,100,680,0
681,100,681,0
682,100,682,0
683,100,683,0
684,100,684,0
685,100,685,0
686,100,686,0
687,100,687,0
688,100,688,0
689,100,689,0
690,100,690,0
691,100,691,0
692,100,692,0
693,100,693,0
694,100,694,0
695,100,695,0
696,100,696,0
697,100,697,0
698,100,698,0
699,100,699,0
700,100,700,0
701,100,701,0
702,100,702,0
703,100,703,0
704,100,704,0
705,100,705,0
706,100,706,0
707,100,707,0
708,100,708,0
709,100,709,0
710,100,710,0
711,100,711,0
712,100,712,0
713,100,713,0
714,100,714,0
715,100,715,0
716,100,716,0
717,100,717,0
718,100,718,0
719,100,719,0
720,100,720,0
721,100,721,0
722,100,722,0
723,100,723,0
724,100,724,0
725,100,725,0
726,100,726,0
727,100,727,0
728,100,728,0
729,100,729,0
730,100,730,0
731,100,731,0
732,100,732,0
733,100,733,0
734,100,734,0
735,100,735,0
736,100,736,0
737,100,737,0
738,100,738,0
739,100,739,0
740,100,740,0
741,100,741,0
742,100,742,0
743,100,743,0
744,100,744,0
745,100,745,0
746,100,746,0
747,100,747,0
748,100,748,0
749,100,749,0
750,100,750,0
751,100,751,0
752,100,752,0
753,100,753,0
754,100,754,0
755,100,755,0
756,100,756,0
757,100,757,0
758,100,758,0
759,100,759,0
760,100,760,0
761,100,761,0
762,100,762,0
763,100,763,0
764,100,764,0
765,100,765,0
766,100,766,0
767,100,767,0
768,100,768,0
769,100,769,0
770,100,770,0
771,100,771,0
772,100,772,0
773,100,773,0
774,100,774,0
775,100,775,0
776,100,776,0
777,100,777,0
778,100,778,0
779,100,779,0
780,100,780,0
781,100,781,0
782,100,782,0
783,100,783,0
784,100,784,0
785,100,785,0
786,100,786,0
787,100,787,0
788,100,788,0
789,100,789,0
790,100,790,0
791,100,791,0
792,100,792,0
793,100,793,0
794,100,794,0
795,100,795,0
796,100,796,0
797,100,797,0
798,100,798,0
799,100,799,0
800,100,800,0
801,100,801,0
802,100,802,0
803,100,803,0
804,100,804,0
805,100,805,0
806,100,806,0
807,100,807,0
808,100,808,0
809,100,809,0
810,100,810,0
811,100,811,0
812,100,812,0
813,100,813,0
814,100,814,0
815,100,815,0
816,100,816,0
817,100,817,0
818,100,818,0
819,100,819,0
820,100,820,0
821,100,821,0
822,100,822,0
823,100,823,0
824,100,824,0
825,100,825,0
826,100,826,0
827,100,827,0
828,100,828,0
829,100,829,0
830,100,830,0
831,100,831,0
832,100,832,0
833,100,833,0
834,100,834,0
835,100,835,0
836,100,836,0
837,100,837,0
838,100,838,0
839,100,839,0
840,100,840,0
841,100,841,0
842,100,842,0
843,100,843,0
844,100,844,0
845,100,845,0
846,100,846,0
847,100,847,0
848,100,848,0
849,100,849,0
850,100,850,0
851,100,851,0
852,100,852,0
853,100,853,0
854,100,854,0
855,100,855,0
856,100,856,0
857,100,857,0
858,100,858,0
859,100,859,0
860,100,860,0
861,100,861,0
862,100,862,0
863,100,863,0
864,100,864,0
865,100,865,0
866,100,866,0
867,100,867,0
868,100,868,0
869,100,869,0
870,100,870,0
871,100,871,0
872,100,872,0
873,100,873,0
874,100,874,0
875,100,875,0
876,100,876,0
877,100,877,0
